State,State Code,Year,Year Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
Colorado,08,2018,2018,Other opioids,T40.2,119,5695564,2.1
Colorado,08,2018,2018,Methadone,T40.3,31,5695564,0.5
Colorado,08,2018,2018,Other synthetic narcotics,T40.4,61,5695564,1.1
Colorado,08,2018,2018,Other and unspecified narcotics,T40.6,10,5695564,Unreliable
Connecticut,09,2010,2010,Other and unspecified narcotics,T40.6,12,3574097,Unreliable
Connecticut,09,2013,2013,Heroin,T40.1,23,3596080,0.6
Connecticut,09,2013,2013,Other opioids,T40.2,62,3596080,1.7
Connecticut,09,2013,2013,Methadone,T40.3,15,3596080,Unreliable
Connecticut,09,2013,2013,Other synthetic narcotics,T40.4,12,3596080,Unreliable
Connecticut,09,2014,2014,Heroin,T40.1,66,3596677,1.8
Connecticut,09,2014,2014,Other opioids,T40.2,90,3596677,2.5
Connecticut,09,2014,2014,Methadone,T40.3,24,3596677,0.7
Connecticut,09,2014,2014,Other synthetic narcotics,T40.4,40,3596677,1.1
Connecticut,09,2015,2015,Heroin,T40.1,124,3590886,3.5
Connecticut,09,2015,2015,Other opioids,T40.2,118,3590886,3.3
Connecticut,09,2015,2015,Methadone,T40.3,49,3590886,1.4
Connecticut,09,2015,2015,Other synthetic narcotics,T40.4,85,3590886,2.4
Connecticut,09,2016,2016,Heroin,T40.1,134,3576452,3.7
Connecticut,09,2016,2016,Other opioids,T40.2,135,3576452,3.8
Connecticut,09,2016,2016,Methadone,T40.3,51,3576452,1.4
Connecticut,09,2016,2016,Other synthetic narcotics,T40.4,169,3576452,4.7
Connecticut,09,2017,2017,Heroin,T40.1,184,3588184,5.1
Connecticut,09,2017,2017,Other opioids,T40.2,114,3588184,3.2
Connecticut,09,2017,2017,Methadone,T40.3,63,3588184,1.8
Connecticut,09,2017,2017,Other synthetic narcotics,T40.4,274,3588184,7.6
Connecticut,09,2018,2018,Heroin,T40.1,151,3572665,4.2
Connecticut,09,2018,2018,Other opioids,T40.2,103,3572665,2.9
Connecticut,09,2018,2018,Methadone,T40.3,49,3572665,1.4
Connecticut,09,2018,2018,Other synthetic narcotics,T40.4,335,3572665,9.4
Delaware,10,2008,2008,Other opioids,T40.2,13,883874,Unreliable
Delaware,10,2009,2009,Other opioids,T40.2,27,891730,3
Delaware,10,2009,2009,Methadone,T40.3,10,891730,Unreliable
Delaware,10,2009,2009,Other synthetic narcotics,T40.4,12,891730,Unreliable
Delaware,10,2010,2010,Other opioids,T40.2,21,897934,2.3
Delaware,10,2011,2011,Other opioids,T40.2,38,907135,4.2
Delaware,10,2012,2012,Other opioids,T40.2,19,917092,Unreliable
Delaware,10,2013,2013,Other opioids,T40.2,17,925749,Unreliable
Delaware,10,2013,2013,Other synthetic narcotics,T40.4,14,925749,Unreliable
Delaware,10,2014,2014,Other opioids,T40.2,18,935614,Unreliable
Delaware,10,2014,2014,Other synthetic narcotics,T40.4,12,935614,Unreliable
Delaware,10,2015,2015,Other opioids,T40.2,11,945934,Unreliable
Delaware,10,2016,2016,Other opioids,T40.2,16,952065,Unreliable
Delaware,10,2016,2016,Other synthetic narcotics,T40.4,11,952065,Unreliable
Delaware,10,2017,2017,Heroin,T40.1,12,961939,Unreliable
Delaware,10,2017,2017,Other opioids,T40.2,16,961939,Unreliable
Delaware,10,2017,2017,Other synthetic narcotics,T40.4,17,961939,Unreliable
Delaware,10,2018,2018,Heroin,T40.1,17,967171,Unreliable
Delaware,10,2018,2018,Other opioids,T40.2,18,967171,Unreliable
Delaware,10,2018,2018,Methadone,T40.3,12,967171,Unreliable
Delaware,10,2018,2018,Other synthetic narcotics,T40.4,52,967171,5.4
Delaware,10,2018,2018,Other and unspecified narcotics,T40.6,17,967171,Unreliable
District of Columbia,11,2014,2014,Heroin,T40.1,12,658893,Unreliable
District of Columbia,11,2016,2016,Heroin,T40.1,25,681170,3.7
District of Columbia,11,2016,2016,Other opioids,T40.2,19,681170,Unreliable
District of Columbia,11,2016,2016,Other synthetic narcotics,T40.4,33,681170,4.8
District of Columbia,11,2017,2017,Heroin,T40.1,35,693972,5
District of Columbia,11,2017,2017,Other opioids,T40.2,20,693972,2.9
District of Columbia,11,2017,2017,Methadone,T40.3,11,693972,Unreliable
District of Columbia,11,2017,2017,Other synthetic narcotics,T40.4,53,693972,7.6
District of Columbia,11,2018,2018,Heroin,T40.1,19,702455,Unreliable
District of Columbia,11,2018,2018,Other opioids,T40.2,11,702455,Unreliable
District of Columbia,11,2018,2018,Other synthetic narcotics,T40.4,45,702455,6.4
Florida,12,1999,1999,Heroin,T40.1,23,15759421,0.1
Florida,12,1999,1999,Other opioids,T40.2,52,15759421,0.3
Florida,12,1999,1999,Methadone,T40.3,14,15759421,Unreliable
Florida,12,1999,1999,Other synthetic narcotics,T40.4,20,15759421,0.1
Florida,12,1999,1999,Other and unspecified narcotics,T40.6,19,15759421,Unreliable
Florida,12,2000,2000,Heroin,T40.1,26,15982378,0.2
Florida,12,2000,2000,Other opioids,T40.2,104,15982378,0.7
Florida,12,2000,2000,Methadone,T40.3,21,15982378,0.1
Florida,12,2000,2000,Other synthetic narcotics,T40.4,25,15982378,0.2
Florida,12,2000,2000,Other and unspecified narcotics,T40.6,16,15982378,Unreliable
Florida,12,2001,2001,Heroin,T40.1,35,16356966,0.2
Florida,12,2001,2001,Other opioids,T40.2,193,16356966,1.2
Florida,12,2001,2001,Methadone,T40.3,49,16356966,0.3
Florida,12,2001,2001,Other synthetic narcotics,T40.4,58,16356966,0.4
Florida,12,2001,2001,Other and unspecified narcotics,T40.6,15,16356966,Unreliable
Florida,12,2002,2002,Heroin,T40.1,26,16689370,0.2
Florida,12,2002,2002,Other opioids,T40.2,155,16689370,0.9
Florida,12,2002,2002,Methadone,T40.3,74,16689370,0.4
Florida,12,2002,2002,Other synthetic narcotics,T40.4,65,16689370,0.4
Florida,12,2002,2002,Other and unspecified narcotics,T40.6,15,16689370,Unreliable
Florida,12,2003,2003,Heroin,T40.1,32,17004085,0.2
Florida,12,2003,2003,Other opioids,T40.2,158,17004085,0.9
Florida,12,2003,2003,Methadone,T40.3,81,17004085,0.5
Florida,12,2003,2003,Other synthetic narcotics,T40.4,55,17004085,0.3
Florida,12,2004,2004,Heroin,T40.1,26,17415318,0.1
Florida,12,2004,2004,Other opioids,T40.2,260,17415318,1.5
Florida,12,2004,2004,Methadone,T40.3,172,17415318,1
Florida,12,2004,2004,Other synthetic narcotics,T40.4,62,17415318,0.4
Florida,12,2004,2004,Other and unspecified narcotics,T40.6,17,17415318,Unreliable
Florida,12,2005,2005,Heroin,T40.1,20,17842038,0.1
Florida,12,2005,2005,Other opioids,T40.2,252,17842038,1.4
Florida,12,2005,2005,Methadone,T40.3,195,17842038,1.1
Florida,12,2005,2005,Other synthetic narcotics,T40.4,73,17842038,0.4
Florida,12,2005,2005,Other and unspecified narcotics,T40.6,19,17842038,Unreliable
Florida,12,2006,2006,Heroin,T40.1,16,18166990,Unreliable
Florida,12,2006,2006,Other opioids,T40.2,301,18166990,1.7
Florida,12,2006,2006,Methadone,T40.3,210,18166990,1.2
Florida,12,2006,2006,Other synthetic narcotics,T40.4,68,18166990,0.4
Florida,12,2006,2006,Other and unspecified narcotics,T40.6,22,18166990,0.1
Florida,12,2007,2007,Heroin,T40.1,17,18367842,Unreliable
Florida,12,2007,2007,Other opioids,T40.2,407,18367842,2.2
Florida,12,2007,2007,Methadone,T40.3,232,18367842,1.3
Florida,12,2007,2007,Other synthetic narcotics,T40.4,63,18367842,0.3
Florida,12,2007,2007,Other and unspecified narcotics,T40.6,55,18367842,0.3
Florida,12,2008,2008,Heroin,T40.1,31,18527305,0.2
Florida,12,2008,2008,Other opioids,T40.2,441,18527305,2.4
Florida,12,2008,2008,Methadone,T40.3,211,18527305,1.1
Florida,12,2008,2008,Other synthetic narcotics,T40.4,66,18527305,0.4
Florida,12,2008,2008,Other and unspecified narcotics,T40.6,74,18527305,0.4
Florida,12,2009,2009,Heroin,T40.1,28,18652644,0.2
Florida,12,2009,2009,Other opioids,T40.2,512,18652644,2.7
Florida,12,2009,2009,Methadone,T40.3,194,18652644,1
Florida,12,2009,2009,Other synthetic narcotics,T40.4,84,18652644,0.5
Florida,12,2009,2009,Other and unspecified narcotics,T40.6,47,18652644,0.3
Florida,12,2010,2010,Heroin,T40.1,17,18801310,Unreliable
Florida,12,2010,2010,Other opioids,T40.2,628,18801310,3.3
Florida,12,2010,2010,Methadone,T40.3,211,18801310,1.1
Florida,12,2010,2010,Other synthetic narcotics,T40.4,71,18801310,0.4
Florida,12,2010,2010,Other and unspecified narcotics,T40.6,38,18801310,0.2
Florida,12,2011,2011,Heroin,T40.1,10,19057542,Unreliable
Florida,12,2011,2011,Other opioids,T40.2,607,19057542,3.2
Florida,12,2011,2011,Methadone,T40.3,251,19057542,1.3
Florida,12,2011,2011,Other synthetic narcotics,T40.4,69,19057542,0.4
Florida,12,2011,2011,Other and unspecified narcotics,T40.6,25,19057542,0.1
Florida,12,2012,2012,Heroin,T40.1,21,19317568,0.1
Florida,12,2012,2012,Other opioids,T40.2,443,19317568,2.3
Florida,12,2012,2012,Methadone,T40.3,162,19317568,0.8
Florida,12,2012,2012,Other synthetic narcotics,T40.4,72,19317568,0.4
Florida,12,2012,2012,Other and unspecified narcotics,T40.6,14,19317568,Unreliable
Florida,12,2013,2013,Heroin,T40.1,42,19552860,0.2
Florida,12,2013,2013,Other opioids,T40.2,384,19552860,2
Florida,12,2013,2013,Methadone,T40.3,128,19552860,0.7
Florida,12,2013,2013,Other synthetic narcotics,T40.4,88,19552860,0.5
Florida,12,2013,2013,Other and unspecified narcotics,T40.6,19,19552860,Unreliable
Florida,12,2014,2014,Heroin,T40.1,77,19893297,0.4
Florida,12,2014,2014,Other opioids,T40.2,349,19893297,1.8
Florida,12,2014,2014,Methadone,T40.3,100,19893297,0.5
Florida,12,2014,2014,Other synthetic narcotics,T40.4,115,19893297,0.6
Florida,12,2015,2015,Heroin,T40.1,130,20271272,0.6
Florida,12,2015,2015,Other opioids,T40.2,391,20271272,1.9
Florida,12,2015,2015,Methadone,T40.3,100,20271272,0.5
Florida,12,2015,2015,Other synthetic narcotics,T40.4,184,20271272,0.9
Florida,12,2015,2015,Other and unspecified narcotics,T40.6,29,20271272,0.1
Florida,12,2016,2016,Heroin,T40.1,159,20612439,0.8
Florida,12,2016,2016,Other opioids,T40.2,465,20612439,2.3
Florida,12,2016,2016,Methadone,T40.3,74,20612439,0.4
Florida,12,2016,2016,Other synthetic narcotics,T40.4,356,20612439,1.7
Florida,12,2016,2016,Other and unspecified narcotics,T40.6,20,20612439,0.1
Florida,12,2017,2017,Heroin,T40.1,205,20984400,1
Florida,12,2017,2017,Other opioids,T40.2,495,20984400,2.4
Florida,12,2017,2017,Methadone,T40.3,82,20984400,0.4
Florida,12,2017,2017,Other synthetic narcotics,T40.4,565,20984400,2.7
Florida,12,2017,2017,Other and unspecified narcotics,T40.6,30,20984400,0.1
Florida,12,2018,2018,Heroin,T40.1,236,21299325,1.1
Florida,12,2018,2018,Other opioids,T40.2,531,21299325,2.5
Florida,12,2018,2018,Methadone,T40.3,99,21299325,0.5
Florida,12,2018,2018,Other synthetic narcotics,T40.4,661,21299325,3.1
Florida,12,2018,2018,Other and unspecified narcotics,T40.6,38,21299325,0.2
Georgia,13,2000,2000,Other opioids,T40.2,28,8186453,0.3
Georgia,13,2001,2001,Other opioids,T40.2,31,8377038,0.4
Georgia,13,2001,2001,Methadone,T40.3,21,8377038,0.3
Georgia,13,2001,2001,Other synthetic narcotics,T40.4,13,8377038,Unreliable
Georgia,13,2001,2001,Other and unspecified narcotics,T40.6,12,8377038,Unreliable
Georgia,13,2002,2002,Other opioids,T40.2,34,8508256,0.4
Georgia,13,2002,2002,Methadone,T40.3,13,8508256,Unreliable
Georgia,13,2002,2002,Other and unspecified narcotics,T40.6,11,8508256,Unreliable
Georgia,13,2003,2003,Other opioids,T40.2,32,8622793,0.4
Georgia,13,2003,2003,Methadone,T40.3,16,8622793,Unreliable
Georgia,13,2004,2004,Other opioids,T40.2,38,8769252,0.4
Georgia,13,2004,2004,Methadone,T40.3,29,8769252,0.3
Georgia,13,2005,2005,Other opioids,T40.2,52,8925922,0.6
Georgia,13,2005,2005,Methadone,T40.3,40,8925922,0.4
Georgia,13,2005,2005,Other synthetic narcotics,T40.4,16,8925922,Unreliable
Georgia,13,2006,2006,Other opioids,T40.2,55,9155813,0.6
Georgia,13,2006,2006,Methadone,T40.3,53,9155813,0.6
Georgia,13,2006,2006,Other synthetic narcotics,T40.4,25,9155813,0.3
Georgia,13,2007,2007,Other opioids,T40.2,45,9349988,0.5
Georgia,13,2007,2007,Methadone,T40.3,40,9349988,0.4
Georgia,13,2007,2007,Other synthetic narcotics,T40.4,12,9349988,Unreliable
Georgia,13,2008,2008,Other opioids,T40.2,94,9504843,1
Georgia,13,2008,2008,Methadone,T40.3,48,9504843,0.5
Georgia,13,2008,2008,Other synthetic narcotics,T40.4,25,9504843,0.3
Georgia,13,2009,2009,Other opioids,T40.2,139,9620846,1.4
Georgia,13,2009,2009,Methadone,T40.3,79,9620846,0.8
Georgia,13,2009,2009,Other synthetic narcotics,T40.4,39,9620846,0.4
Georgia,13,2010,2010,Other opioids,T40.2,181,9687653,1.9
Georgia,13,2010,2010,Methadone,T40.3,60,9687653,0.6
Georgia,13,2010,2010,Other synthetic narcotics,T40.4,49,9687653,0.5
Georgia,13,2011,2011,Other opioids,T40.2,188,9815210,1.9
Georgia,13,2011,2011,Methadone,T40.3,66,9815210,0.7
Georgia,13,2011,2011,Other synthetic narcotics,T40.4,41,9815210,0.4
Georgia,13,2012,2012,Other opioids,T40.2,166,9919945,1.7
Georgia,13,2012,2012,Methadone,T40.3,82,9919945,0.8
Georgia,13,2012,2012,Other synthetic narcotics,T40.4,28,9919945,0.3
Georgia,13,2012,2012,Other and unspecified narcotics,T40.6,12,9919945,Unreliable
Georgia,13,2013,2013,Heroin,T40.1,20,9992167,0.2
Georgia,13,2013,2013,Other opioids,T40.2,194,9992167,1.9
Georgia,13,2013,2013,Methadone,T40.3,54,9992167,0.5
Georgia,13,2013,2013,Other synthetic narcotics,T40.4,55,9992167,0.6
Georgia,13,2013,2013,Other and unspecified narcotics,T40.6,14,9992167,Unreliable
Georgia,13,2014,2014,Heroin,T40.1,39,10097343,0.4
Georgia,13,2014,2014,Other opioids,T40.2,216,10097343,2.1
Georgia,13,2014,2014,Methadone,T40.3,56,10097343,0.6
Georgia,13,2014,2014,Other synthetic narcotics,T40.4,70,10097343,0.7
Georgia,13,2015,2015,Heroin,T40.1,72,10214860,0.7
Georgia,13,2015,2015,Other opioids,T40.2,247,10214860,2.4
Georgia,13,2015,2015,Methadone,T40.3,62,10214860,0.6
Georgia,13,2015,2015,Other synthetic narcotics,T40.4,112,10214860,1.1
Georgia,13,2015,2015,Other and unspecified narcotics,T40.6,24,10214860,0.2
Georgia,13,2016,2016,Heroin,T40.1,75,10310371,0.7
Georgia,13,2016,2016,Other opioids,T40.2,275,10310371,2.7
Georgia,13,2016,2016,Methadone,T40.3,75,10310371,0.7
Georgia,13,2016,2016,Other synthetic narcotics,T40.4,124,10310371,1.2
Georgia,13,2016,2016,Other and unspecified narcotics,T40.6,19,10310371,Unreliable
Georgia,13,2017,2017,Heroin,T40.1,108,10429379,1
Georgia,13,2017,2017,Other opioids,T40.2,322,10429379,3.1
Georgia,13,2017,2017,Methadone,T40.3,48,10429379,0.5
Georgia,13,2017,2017,Other synthetic narcotics,T40.4,190,10429379,1.8
Georgia,13,2017,2017,Other and unspecified narcotics,T40.6,10,10429379,Unreliable
Georgia,13,2018,2018,Heroin,T40.1,142,10519475,1.3
Georgia,13,2018,2018,Other opioids,T40.2,267,10519475,2.5
Georgia,13,2018,2018,Methadone,T40.3,57,10519475,0.5
Georgia,13,2018,2018,Other synthetic narcotics,T40.4,172,10519475,1.6
Hawaii,15,2000,2000,Other opioids,T40.2,13,1211537,Unreliable
Hawaii,15,2001,2001,Other opioids,T40.2,12,1225948,Unreliable
Hawaii,15,2002,2002,Other opioids,T40.2,13,1239613,Unreliable
Hawaii,15,2003,2003,Other opioids,T40.2,10,1251154,Unreliable
Hawaii,15,2004,2004,Other opioids,T40.2,13,1273569,Unreliable
Hawaii,15,2005,2005,Other opioids,T40.2,16,1292729,Unreliable
Hawaii,15,2007,2007,Other opioids,T40.2,18,1315675,Unreliable
Hawaii,15,2008,2008,Other opioids,T40.2,14,1332213,Unreliable
Hawaii,15,2009,2009,Other opioids,T40.2,17,1346717,Unreliable
Hawaii,15,2009,2009,Methadone,T40.3,10,1346717,Unreliable
Hawaii,15,2010,2010,Other opioids,T40.2,18,1360301,Unreliable
Hawaii,15,2011,2011,Other opioids,T40.2,14,1374810,Unreliable
Hawaii,15,2012,2012,Other opioids,T40.2,14,1392313,Unreliable
Hawaii,15,2013,2013,Other opioids,T40.2,16,1404054,Unreliable
Hawaii,15,2014,2014,Other opioids,T40.2,22,1419561,1.5
Hawaii,15,2015,2015,Other opioids,T40.2,24,1431603,1.7
Hawaii,15,2016,2016,Heroin,T40.1,13,1428557,Unreliable
Hawaii,15,2016,2016,Other opioids,T40.2,31,1428557,2.2
Hawaii,15,2017,2017,Other opioids,T40.2,21,1427538,1.5
Hawaii,15,2018,2018,Heroin,T40.1,12,1420491,Unreliable
Hawaii,15,2018,2018,Other opioids,T40.2,22,1420491,1.5
Hawaii,15,2018,2018,Other synthetic narcotics,T40.4,10,1420491,Unreliable
Idaho,16,2001,2001,Other opioids,T40.2,12,1319962,Unreliable
Idaho,16,2003,2003,Other opioids,T40.2,16,1363380,Unreliable
Idaho,16,2004,2004,Other opioids,T40.2,13,1391802,Unreliable
Idaho,16,2005,2005,Other opioids,T40.2,15,1428241,Unreliable
Idaho,16,2006,2006,Other opioids,T40.2,14,1468669,Unreliable
Idaho,16,2006,2006,Methadone,T40.3,14,1468669,Unreliable
Idaho,16,2007,2007,Other opioids,T40.2,17,1505105,Unreliable
Idaho,16,2007,2007,Methadone,T40.3,10,1505105,Unreliable
Idaho,16,2008,2008,Other opioids,T40.2,28,1534320,1.8
Idaho,16,2008,2008,Methadone,T40.3,11,1534320,Unreliable
Idaho,16,2009,2009,Other opioids,T40.2,24,1554439,1.5
Idaho,16,2010,2010,Other opioids,T40.2,30,1567582,1.9
Idaho,16,2010,2010,Methadone,T40.3,11,1567582,Unreliable
Idaho,16,2011,2011,Other opioids,T40.2,28,1584985,1.8
Idaho,16,2012,2012,Other opioids,T40.2,16,1595728,Unreliable
Idaho,16,2013,2013,Other opioids,T40.2,27,1612136,1.7
Idaho,16,2014,2014,Other opioids,T40.2,26,1634464,1.6
Idaho,16,2014,2014,Other synthetic narcotics,T40.4,10,1634464,Unreliable
Idaho,16,2015,2015,Other opioids,T40.2,25,1654930,1.5
Idaho,16,2016,2016,Other opioids,T40.2,31,1683140,1.8
Idaho,16,2016,2016,Other synthetic narcotics,T40.4,12,1683140,Unreliable
Idaho,16,2017,2017,Other opioids,T40.2,29,1716943,1.7
Idaho,16,2017,2017,Methadone,T40.3,10,1716943,Unreliable
Idaho,16,2017,2017,Other synthetic narcotics,T40.4,13,1716943,Unreliable
Idaho,16,2018,2018,Heroin,T40.1,12,1754208,Unreliable
Idaho,16,2018,2018,Other opioids,T40.2,39,1754208,2.2
Idaho,16,2018,2018,Other synthetic narcotics,T40.4,14,1754208,Unreliable
Illinois,17,1999,1999,Other opioids,T40.2,23,12359020,0.2
Illinois,17,1999,1999,Other synthetic narcotics,T40.4,14,12359020,Unreliable
Illinois,17,1999,1999,Other and unspecified narcotics,T40.6,11,12359020,Unreliable
Illinois,17,2000,2000,Other opioids,T40.2,13,12419293,Unreliable
Illinois,17,2000,2000,Methadone,T40.3,14,12419293,Unreliable
Illinois,17,2000,2000,Other and unspecified narcotics,T40.6,12,12419293,Unreliable
Illinois,17,2001,2001,Other opioids,T40.2,27,12488445,0.2
Illinois,17,2001,2001,Methadone,T40.3,16,12488445,Unreliable
Illinois,17,2001,2001,Other synthetic narcotics,T40.4,15,12488445,Unreliable
Illinois,17,2001,2001,Other and unspecified narcotics,T40.6,57,12488445,0.5
Illinois,17,2002,2002,Other opioids,T40.2,29,12525556,0.2
Illinois,17,2002,2002,Other synthetic narcotics,T40.4,15,12525556,Unreliable
Illinois,17,2002,2002,Other and unspecified narcotics,T40.6,14,12525556,Unreliable
Illinois,17,2003,2003,Other opioids,T40.2,23,12556006,0.2
Illinois,17,2003,2003,Methadone,T40.3,10,12556006,Unreliable
Illinois,17,2004,2004,Other opioids,T40.2,21,12589773,0.2
Illinois,17,2004,2004,Other synthetic narcotics,T40.4,11,12589773,Unreliable
Illinois,17,2004,2004,Other and unspecified narcotics,T40.6,11,12589773,Unreliable
Illinois,17,2005,2005,Heroin,T40.1,10,12609903,Unreliable
Illinois,17,2005,2005,Other opioids,T40.2,38,12609903,0.3
Illinois,17,2005,2005,Methadone,T40.3,15,12609903,Unreliable
Illinois,17,2005,2005,Other and unspecified narcotics,T40.6,11,12609903,Unreliable
Illinois,17,2006,2006,Other opioids,T40.2,26,12643955,0.2
Illinois,17,2006,2006,Methadone,T40.3,16,12643955,Unreliable
Illinois,17,2006,2006,Other synthetic narcotics,T40.4,21,12643955,0.2
Illinois,17,2006,2006,Other and unspecified narcotics,T40.6,11,12643955,Unreliable
Illinois,17,2007,2007,Other opioids,T40.2,51,12695866,0.4
Illinois,17,2007,2007,Methadone,T40.3,17,12695866,Unreliable
Illinois,17,2007,2007,Other synthetic narcotics,T40.4,25,12695866,0.2
Illinois,17,2008,2008,Other opioids,T40.2,55,12747038,0.4
Illinois,17,2008,2008,Methadone,T40.3,10,12747038,Unreliable
Illinois,17,2008,2008,Other synthetic narcotics,T40.4,23,12747038,0.2
Illinois,17,2008,2008,Other and unspecified narcotics,T40.6,21,12747038,0.2
Illinois,17,2009,2009,Heroin,T40.1,13,12796778,Unreliable
Illinois,17,2009,2009,Other opioids,T40.2,50,12796778,0.4
Illinois,17,2009,2009,Methadone,T40.3,20,12796778,0.2
Illinois,17,2009,2009,Other synthetic narcotics,T40.4,29,12796778,0.2
Illinois,17,2009,2009,Other and unspecified narcotics,T40.6,20,12796778,0.2
Illinois,17,2010,2010,Heroin,T40.1,15,12830632,Unreliable
Illinois,17,2010,2010,Other opioids,T40.2,63,12830632,0.5
Illinois,17,2010,2010,Methadone,T40.3,22,12830632,0.2
